prompt,output,expert_type
What is 826 × 761?,The answer is 628586.,math
What is 31 - 535?,The answer is -504.,math
What is 394 × 672?,The answer is 264768.,math
What is 437 × 670?,The answer is 292790.,math
What is 927 - 82?,The answer is 845.,math
What is 718 + 589?,The answer is 1307.,math
What is 524 - 295?,The answer is 229.,math
What is 224 - 525?,The answer is -301.,math
What is 667 + 113?,The answer is 780.,math
What is 17 × 360?,The answer is 6120.,math
What is 866 + 700?,The answer is 1566.,math
What is 675 × 326?,The answer is 220050.,math
What is 414 - 455?,The answer is -41.,math
What is 233 - 224?,The answer is 9.,math
What is 831 × 412?,The answer is 342372.,math
What is 222 + 37?,The answer is 259.,math
What is 278 - 196?,The answer is 82.,math
What is 324 + 731?,The answer is 1055.,math
What is 524 + 918?,The answer is 1442.,math
What is 906 + 886?,The answer is 1792.,math
What is 22 × 474?,The answer is 10428.,math
What is 210 - 306?,The answer is -96.,math
What is 704 + 687?,The answer is 1391.,math
What is 716 × 676?,The answer is 484016.,math
What is 227 + 948?,The answer is 1175.,math
What is 460 + 7?,The answer is 467.,math
What is 907 - 33?,The answer is 874.,math
What is 879 × 79?,The answer is 69441.,math
What is 459 × 570?,The answer is 261630.,math
What is 538 - 482?,The answer is 56.,math
What is 738 + 285?,The answer is 1023.,math
What is 99 + 397?,The answer is 496.,math
What is 39 × 271?,The answer is 10569.,math
What is 797 × 157?,The answer is 125129.,math
What is 884 - 800?,The answer is 84.,math
What is 687 - 974?,The answer is -287.,math
What is 459 × 539?,The answer is 247401.,math
What is 849 + 382?,The answer is 1231.,math
What is 21 + 303?,The answer is 324.,math
What is 955 - 84?,The answer is 871.,math
What is 659 + 953?,The answer is 1612.,math
What is 387 + 507?,The answer is 894.,math
What is 570 - 892?,The answer is -322.,math
What is 527 + 162?,The answer is 689.,math
What is 163 + 832?,The answer is 995.,math
What is 793 - 792?,The answer is 1.,math
What is 271 × 492?,The answer is 133332.,math
What is 584 - 60?,The answer is 524.,math
What is 985 + 657?,The answer is 1642.,math
What is 309 × 520?,The answer is 160680.,math
What is 27 - 686?,The answer is -659.,math
What is 199 + 387?,The answer is 586.,math
What is 960 + 940?,The answer is 1900.,math
What is 536 - 828?,The answer is -292.,math
What is 899 - 916?,The answer is -17.,math
What is 527 - 153?,The answer is 374.,math
What is 206 + 455?,The answer is 661.,math
What is 894 + 236?,The answer is 1130.,math
What is 678 + 944?,The answer is 1622.,math
What is 956 - 831?,The answer is 125.,math
What is 501 - 117?,The answer is 384.,math
What is 344 × 584?,The answer is 200896.,math
What is 64 + 717?,The answer is 781.,math
What is 72 - 789?,The answer is -717.,math
What is 990 - 320?,The answer is 670.,math
What is 366 × 495?,The answer is 181170.,math
What is 166 × 544?,The answer is 90304.,math
What is 301 + 729?,The answer is 1030.,math
What is 102 × 425?,The answer is 43350.,math
What is 214 + 691?,The answer is 905.,math
What is 401 + 588?,The answer is 989.,math
What is 46 × 672?,The answer is 30912.,math
What is 592 - 310?,The answer is 282.,math
What is 92 + 660?,The answer is 752.,math
What is 714 - 936?,The answer is -222.,math
What is 865 + 2?,The answer is 867.,math
What is 801 + 745?,The answer is 1546.,math
What is 926 + 929?,The answer is 1855.,math
What is 116 - 666?,The answer is -550.,math
What is 103 - 194?,The answer is -91.,math
What is 871 - 90?,The answer is 781.,math
What is 122 - 143?,The answer is -21.,math
What is 106 + 887?,The answer is 993.,math
What is 872 + 971?,The answer is 1843.,math
What is 963 - 635?,The answer is 328.,math
What is 9 + 774?,The answer is 783.,math
What is 359 + 223?,The answer is 582.,math
What is 370 - 716?,The answer is -346.,math
What is 860 - 318?,The answer is 542.,math
What is 111 × 251?,The answer is 27861.,math
What is 7 - 459?,The answer is -452.,math
What is 314 - 22?,The answer is 292.,math
What is 895 × 515?,The answer is 460925.,math
What is 809 - 700?,The answer is 109.,math
What is 14 - 971?,The answer is -957.,math
What is 12 + 87?,The answer is 99.,math
What is 537 × 301?,The answer is 161637.,math
What is 122 × 147?,The answer is 17934.,math
What is 750 + 356?,The answer is 1106.,math
What is 904 × 733?,The answer is 662632.,math
What is 309 × 695?,The answer is 214755.,math
What is 812 - 594?,The answer is 218.,math
What is 914 - 723?,The answer is 191.,math
What is 549 + 352?,The answer is 901.,math
What is 59 - 643?,The answer is -584.,math
What is 755 + 35?,The answer is 790.,math
What is 93 × 950?,The answer is 88350.,math
What is 207 × 353?,The answer is 73071.,math
What is 332 - 817?,The answer is -485.,math
What is 725 - 159?,The answer is 566.,math
What is 957 + 24?,The answer is 981.,math
What is 516 - 732?,The answer is -216.,math
What is 532 - 956?,The answer is -424.,math
What is 689 + 947?,The answer is 1636.,math
What is 420 + 250?,The answer is 670.,math
What is 866 - 512?,The answer is 354.,math
What is 335 - 418?,The answer is -83.,math
What is 295 × 938?,The answer is 276710.,math
What is 371 - 186?,The answer is 185.,math
What is 637 × 268?,The answer is 170716.,math
What is 237 + 530?,The answer is 767.,math
What is 911 × 737?,The answer is 671407.,math
What is 794 - 520?,The answer is 274.,math
What is 599 - 298?,The answer is 301.,math
What is 334 × 2?,The answer is 668.,math
What is 293 - 837?,The answer is -544.,math
What is 553 - 318?,The answer is 235.,math
What is 828 × 381?,The answer is 315468.,math
What is 14 × 504?,The answer is 7056.,math
What is 985 - 84?,The answer is 901.,math
What is 743 + 838?,The answer is 1581.,math
What is 891 + 857?,The answer is 1748.,math
What is 28 × 66?,The answer is 1848.,math
What is 229 × 261?,The answer is 59769.,math
What is 449 + 424?,The answer is 873.,math
What is 919 × 303?,The answer is 278457.,math
What is 395 × 10?,The answer is 3950.,math
What is 630 - 270?,The answer is 360.,math
What is 605 - 778?,The answer is -173.,math
What is 361 + 257?,The answer is 618.,math
What is 276 × 776?,The answer is 214176.,math
What is 972 + 513?,The answer is 1485.,math
What is 576 + 886?,The answer is 1462.,math
What is 107 × 933?,The answer is 99831.,math
What is 997 + 204?,The answer is 1201.,math
What is 305 × 497?,The answer is 151585.,math
What is 719 × 902?,The answer is 648538.,math
What is 957 - 916?,The answer is 41.,math
What is 334 + 642?,The answer is 976.,math
What is 511 - 293?,The answer is 218.,math
What is 797 × 1?,The answer is 797.,math
What is 35 + 198?,The answer is 233.,math
What is 757 + 59?,The answer is 816.,math
What is 161 - 691?,The answer is -530.,math
What is 12 + 490?,The answer is 502.,math
What is 242 × 216?,The answer is 52272.,math
What is 811 - 126?,The answer is 685.,math
What is 217 + 306?,The answer is 523.,math
What is 185 × 39?,The answer is 7215.,math
What is 184 × 495?,The answer is 91080.,math
What is 178 - 919?,The answer is -741.,math
What is 852 - 151?,The answer is 701.,math
What is 813 - 308?,The answer is 505.,math
What is 746 × 892?,The answer is 665432.,math
What is 8 + 341?,The answer is 349.,math
What is 776 - 669?,The answer is 107.,math
What is 517 - 495?,The answer is 22.,math
What is 175 + 802?,The answer is 977.,math
What is 311 - 119?,The answer is 192.,math
What is 427 - 970?,The answer is -543.,math
What is 114 + 978?,The answer is 1092.,math
What is 538 × 648?,The answer is 348624.,math
What is 744 × 881?,The answer is 655464.,math
What is 840 - 345?,The answer is 495.,math
What is 964 + 801?,The answer is 1765.,math
What is 147 - 287?,The answer is -140.,math
What is 53 + 304?,The answer is 357.,math
What is 361 - 602?,The answer is -241.,math
What is 220 - 962?,The answer is -742.,math
What is 704 × 966?,The answer is 680064.,math
What is 585 + 161?,The answer is 746.,math
What is 89 + 688?,The answer is 777.,math
What is 585 + 757?,The answer is 1342.,math
What is 159 × 489?,The answer is 77751.,math
What is 324 + 610?,The answer is 934.,math
What is 102 - 494?,The answer is -392.,math
What is 19 - 454?,The answer is -435.,math
What is 594 + 397?,The answer is 991.,math
What is 279 + 851?,The answer is 1130.,math
What is 331 - 641?,The answer is -310.,math
What is 822 + 455?,The answer is 1277.,math
What is 725 + 655?,The answer is 1380.,math
What is 76 × 711?,The answer is 54036.,math
What is 917 + 915?,The answer is 1832.,math
What is 473 + 417?,The answer is 890.,math
What is 736 × 497?,The answer is 365792.,math
What is 940 - 102?,The answer is 838.,math
What is 267 - 867?,The answer is -600.,math
What is 974 - 842?,The answer is 132.,math
What is 942 × 777?,The answer is 731934.,math
What is 85 - 794?,The answer is -709.,math
What is 454 + 924?,The answer is 1378.,math
What is 221 + 154?,The answer is 375.,math
What is 12 - 133?,The answer is -121.,math
What is 304 × 293?,The answer is 89072.,math
What is 300 × 740?,The answer is 222000.,math
What is 43 × 944?,The answer is 40592.,math
What is 326 - 814?,The answer is -488.,math
What is 364 × 891?,The answer is 324324.,math
What is 21 × 407?,The answer is 8547.,math
What is 336 + 815?,The answer is 1151.,math
What is 124 + 399?,The answer is 523.,math
What is 804 × 715?,The answer is 574860.,math
What is 783 + 324?,The answer is 1107.,math
What is 141 × 470?,The answer is 66270.,math
What is 802 + 334?,The answer is 1136.,math
What is 964 - 373?,The answer is 591.,math
What is 539 × 669?,The answer is 360591.,math
What is 156 - 291?,The answer is -135.,math
What is 420 - 670?,The answer is -250.,math
What is 2 + 945?,The answer is 947.,math
What is 644 + 90?,The answer is 734.,math
What is 350 × 459?,The answer is 160650.,math
What is 351 - 108?,The answer is 243.,math
What is 39 × 909?,The answer is 35451.,math
What is 583 + 959?,The answer is 1542.,math
What is 938 - 445?,The answer is 493.,math
What is 952 - 36?,The answer is 916.,math
What is 775 + 822?,The answer is 1597.,math
What is 172 + 376?,The answer is 548.,math
What is 362 × 559?,The answer is 202358.,math
What is 141 - 887?,The answer is -746.,math
What is 118 - 277?,The answer is -159.,math
What is 220 - 905?,The answer is -685.,math
What is 521 - 783?,The answer is -262.,math
What is 984 + 378?,The answer is 1362.,math
What is 637 + 682?,The answer is 1319.,math
What is 154 + 859?,The answer is 1013.,math
What is 580 × 50?,The answer is 29000.,math
What is 612 × 60?,The answer is 36720.,math
What is 202 - 857?,The answer is -655.,math
What is 915 - 676?,The answer is 239.,math
What is 993 - 439?,The answer is 554.,math
What is 581 + 687?,The answer is 1268.,math
What is 483 - 108?,The answer is 375.,math
What is 673 + 631?,The answer is 1304.,math
What is 977 + 662?,The answer is 1639.,math
What is 655 × 419?,The answer is 274445.,math
What is 160 - 523?,The answer is -363.,math
What is 969 + 590?,The answer is 1559.,math
What is 509 - 441?,The answer is 68.,math
What is 921 × 770?,The answer is 709170.,math
What is 263 - 597?,The answer is -334.,math
What is 835 - 554?,The answer is 281.,math
What is 637 + 167?,The answer is 804.,math
What is 753 × 459?,The answer is 345627.,math
What is 280 - 700?,The answer is -420.,math
What is 531 - 580?,The answer is -49.,math
What is 102 × 554?,The answer is 56508.,math
What is 621 + 36?,The answer is 657.,math
What is 353 × 676?,The answer is 238628.,math
What is 73 + 648?,The answer is 721.,math
What is 891 + 70?,The answer is 961.,math
What is 999 + 708?,The answer is 1707.,math
What is 561 - 828?,The answer is -267.,math
What is 956 × 517?,The answer is 494252.,math
What is 160 - 149?,The answer is 11.,math
What is 712 × 562?,The answer is 400144.,math
What is 812 - 381?,The answer is 431.,math
What is 259 - 342?,The answer is -83.,math
What is 130 - 727?,The answer is -597.,math
What is 614 × 209?,The answer is 128326.,math
What is 354 - 471?,The answer is -117.,math
What is 116 - 264?,The answer is -148.,math
What is 812 + 442?,The answer is 1254.,math
What is 845 × 477?,The answer is 403065.,math
What is 303 - 311?,The answer is -8.,math
What is 446 + 670?,The answer is 1116.,math
What is 55 + 912?,The answer is 967.,math
What is 400 × 908?,The answer is 363200.,math
What is 656 + 542?,The answer is 1198.,math
What is 279 × 348?,The answer is 97092.,math
What is 104 + 630?,The answer is 734.,math
What is 980 + 872?,The answer is 1852.,math
What is 633 + 286?,The answer is 919.,math
What is 84 - 966?,The answer is -882.,math
What is 978 × 456?,The answer is 445968.,math
What is 800 + 161?,The answer is 961.,math
What is 784 - 460?,The answer is 324.,math
What is 500 + 738?,The answer is 1238.,math
What is 654 + 804?,The answer is 1458.,math
What is 663 + 114?,The answer is 777.,math
What is 578 + 361?,The answer is 939.,math
What is 770 + 987?,The answer is 1757.,math
What is 969 × 449?,The answer is 435081.,math
What is 835 - 180?,The answer is 655.,math
What is 407 - 666?,The answer is -259.,math
What is 311 × 262?,The answer is 81482.,math
What is 406 × 939?,The answer is 381234.,math
What is 342 + 316?,The answer is 658.,math
What is 244 × 490?,The answer is 119560.,math
What is 561 - 42?,The answer is 519.,math
What is 594 × 429?,The answer is 254826.,math
What is 158 - 216?,The answer is -58.,math
What is 670 - 462?,The answer is 208.,math
What is 67 × 848?,The answer is 56816.,math
What is 948 + 526?,The answer is 1474.,math
What is 399 × 405?,The answer is 161595.,math
What is 578 - 859?,The answer is -281.,math
What is 931 - 466?,The answer is 465.,math
What is 788 - 978?,The answer is -190.,math
What is 537 + 962?,The answer is 1499.,math
What is 253 + 822?,The answer is 1075.,math
What is 164 - 95?,The answer is 69.,math
What is 833 - 110?,The answer is 723.,math
What is 238 × 381?,The answer is 90678.,math
What is 483 - 937?,The answer is -454.,math
What is 25 + 653?,The answer is 678.,math
What is 482 + 392?,The answer is 874.,math
What is 994 + 964?,The answer is 1958.,math
What is 79 + 580?,The answer is 659.,math
What is 956 + 12?,The answer is 968.,math
What is 543 - 846?,The answer is -303.,math
What is 989 × 828?,The answer is 818892.,math
What is 390 + 672?,The answer is 1062.,math
What is 43 - 254?,The answer is -211.,math
What is 60 × 663?,The answer is 39780.,math
What is 287 × 517?,The answer is 148379.,math
What is 930 + 778?,The answer is 1708.,math
What is 642 × 382?,The answer is 245244.,math
What is 690 × 253?,The answer is 174570.,math
What is 56 + 463?,The answer is 519.,math
What is 983 + 83?,The answer is 1066.,math
What is 99 + 149?,The answer is 248.,math
What is 156 - 190?,The answer is -34.,math
What is 883 + 263?,The answer is 1146.,math
What is 260 × 772?,The answer is 200720.,math
What is 552 + 785?,The answer is 1337.,math
